,Key,Team,League,Season,Rank,Games,Wins,Draws,Losses,Points,GoalsFor,GoalsAgainst,GoalDifference,Goals,Possession,PassSuccess,CrossesPerGame,ThroughBallsPerGame,LongBallsPerGame,ShortPassesPerGame,OpenPlayGoals,CounterAttackGoals,SetPieceGoals,PenaltyGoals,OwnGoals,TotalTacklesPerGame,DribbledPastPerGame,TotalAttemptedTacklesPerGame,InterceptionsPerGame,FouledPerGame,FoulsPerGame,YellowCardPerGame,RedCardPerGame,OffsidesPerGame,ClearancesPerGame,ShotsBlockedPerGame,CrossesBlockedPerGame,TiotalSavesPerGame,SixYardSavesPerGame,PenaltyAreaSavesPerGame,OutOfBoxSavesPerGame,TotalShotsPerGame,OutOfBoxShotsPerGame,SixYardBoxShotsPerGame,PenaltyAreaShotsPerGame,GoalsPerGame,SixYardGoalsPerGame,PenaltyAreaGoalsPerGame,OutOfBoxGoalsPerGame,UnsuccessfulDribblesPerGame,SuccessfulDribblesPerGame,TotalDribblesPerGame,DisspossedPergame,TotalAerialDuelsPerGame,AerialDuelsWonPerGame,AerialDuelsLostPerGame,TotalPassesPerGame,AccurateLongBallsPerGame,InAccurateLongBallsPerGame,AccShortPassesPerGame,InAccurateShortPassesPerGame,TotalKeyPassesPerGame,LongKeyPassesPerGame,ShortKeyPassesPerGame,CrossAssistPerGame,CornerAssistPerGame,ThroughballAssistPerGame,FreekickAssistPerGame,ThrowInAssistPergame,OtherAssistPerGame,TotalAssistPerGame,ShotsOnTarget,ShotsOnTargetAgainst,ShotsOnTargetPer90,ShotsOnTargetAgainstPer90,Touches,TouchesDefPen,TouchesDefThird,TouchesMidThird,TouchesAttThird,TouchesAttPen,LiveTouches,NumOfPlayersDribbledPast,Nutmegs,Controlled,DistMovedWithBall,ProgressiveDistMoved,ProgC,ProgressiveIntoFinalThird,ProgressiveInto18Yard,Miscontrols,MiscontrolsAfterTackle,ProgressivePassReceived
82,Chelsea DL 2013/2014,Chelsea,Premier League,2013/2014,3.0,38.0,25.0,7.0,6.0,82.0,71.0,27.0,44.0,71,53.9,82.7,21,1,62,432,44,5,15,5,2,19.2,8.9,28.2,9.8,11.8,11.2,1.5,0.1,2.8,30.9,2.5,2.8,2.5,0.1,1.3,1.1,18.2,8.3,1.3,8.6,1.9,0.5,0.9,0.4,10.2,11.4,21.7,10.3,35.2,19.3,15.9,487.9,34.9,25.1,368.5,59.4,13.5,2.0,11.5,0.2,0.0,0.2,0.1,0.0,0.7,1.1,281,121,7.394736842,3.184210526,,,,,,,,,,,,,,,,,,
83,Arsenal DL 2013/2014,Arsenal,Premier League,2013/2014,4.0,38.0,24.0,7.0,7.0,79.0,68.0,41.0,27.0,70,55.7,85.5,20,4,55,524,54,3,8,3,0,18.8,8.4,27.1,14.3,10.6,9.2,1.4,0.1,1.9,32.2,2.7,2.5,3.0,0.2,1.2,1.7,13.8,5.1,0.9,7.8,1.8,0.4,1.3,0.1,10.1,9.0,19.1,9.7,32.7,17.9,14.7,576.1,35.3,19.2,457.4,64.2,10.7,1.6,9.2,0.4,0.1,0.3,0.1,0.0,0.7,1.4,254,147,6.684210526,3.868421053,,,,,,,,,,,,,,,,,,
84,Everton DL 2013/2014,Everton,Premier League,2013/2014,5.0,38.0,21.0,9.0,8.0,72.0,61.0,39.0,22.0,62,54.4,83.2,22,1,68,431,40,3,12,3,3,19.4,7.9,27.3,12.2,11.7,9.6,1.4,0.0,2.1,29.4,3.4,3.5,3.1,0.2,1.5,1.4,14.8,6.3,1.0,7.4,1.6,0.3,0.8,0.3,8.9,12.6,21.6,12.4,30.9,14.3,16.6,490.6,39.7,25.6,368.6,56.7,11.1,1.9,9.2,0.3,0.1,0.2,0.0,0.0,0.7,1.2,235,148,6.184210526,3.894736842,,,,,,,,,,,,,,,,,,
85,Manchester United DL 2013/2014,Manchester United,Premier League,2013/2014,7.0,38.0,19.0,7.0,12.0,64.0,64.0,43.0,21.0,64,54.3,84.0,27,2,62,447,46,1,11,5,1,17.8,7.4,25.2,15.6,11.8,10.6,1.7,0.1,2.6,37.0,2.8,2.0,2.7,0.1,1.4,1.2,13.8,4.9,1.3,7.6,1.7,0.4,1.0,0.3,7.6,8.9,16.5,13.0,31.0,15.4,15.6,504.9,37.8,23.1,386.3,57.7,10.3,2.3,8.1,0.3,0.1,0.2,0.1,0.0,0.5,1.0,234,143,6.157894737,3.763157895,,,,,,,,,,,,,,,,,,
86,Southampton DL 2013/2014,Southampton,Premier League,2013/2014,8.0,38.0,15.0,11.0,12.0,56.0,54.0,46.0,8.0,53,56.5,81.1,23,2,70,457,35,2,12,3,2,21.2,8.5,29.6,13.9,9.9,11.7,1.6,0.0,2.6,32.2,1.7,2.6,2.2,0.1,1.1,1.0,14.1,6.2,0.9,7.0,1.4,0.3,0.9,0.2,7.9,8.9,16.8,13.6,35.4,17.4,18.0,521.6,38.6,29.4,384.3,69.3,10.6,2.3,8.3,0.2,0.1,0.1,0.1,0.0,0.7,1.1,181,132,4.763157895,3.473684211,,,,,,,,,,,,,,,,,,
87,Crystal Palace DL 2013/2014,Crystal Palace,Premier League,2013/2014,11.0,38.0,13.0,6.0,19.0,45.0,33.0,48.0,-15.0,33,41.1,70.2,19,1,60,263,17,2,8,5,1,22.3,9.2,31.5,18.3,9.7,10.8,1.5,0.1,1.9,37.6,3.7,3.4,3.1,0.0,1.9,1.2,10.9,4.8,0.9,5.2,0.9,0.2,0.5,0.1,10.1,7.7,17.8,9.5,44.4,23.2,21.2,319.9,25.1,34.2,199.3,61.3,8.2,2.1,6.1,0.2,0.1,0.1,0.0,0.0,0.3,0.5,142,169,3.736842105,4.447368421,,,,,,,,,,,,,,,,,,
88,Tottenham DL 2013/2014,Tottenham,Premier League,2013/2014,6.0,38.0,21.0,6.0,11.0,69.0,55.0,51.0,4.0,51,53.4,81.1,23,1,64,421,30,4,11,5,5,19.8,7.7,27.5,14.7,10.2,10.7,1.7,0.1,1.7,26.0,2.1,2.6,2.8,0.2,1.6,1.1,15.4,7.8,0.8,6.8,1.3,0.3,0.7,0.3,7.5,11.0,18.5,15.8,31.7,15.0,16.7,480.2,33.4,29.2,356.2,61.4,11.7,1.7,10.0,0.3,0.0,0.0,0.1,0.0,0.5,0.8,228,152,6.0,4.0,,,,,,,,,,,,,,,,,,
89,Stoke DL 2013/2014,Stoke,Premier League,2013/2014,9.0,38.0,13.0,11.0,14.0,50.0,45.0,52.0,-7.0,43,48.1,77.3,19,1,62,356,29,3,7,4,2,20.8,10.6,31.4,12.6,9.5,12.8,1.9,0.1,2.1,29.1,4.1,2.9,3.3,0.2,1.6,1.6,11.3,5.3,0.8,5.1,1.1,0.2,0.6,0.4,6.9,7.6,14.5,12.5,41.5,25.3,16.2,412.9,33.7,26.8,285.6,66.8,8.7,2.2,6.5,0.1,0.1,0.1,0.0,0.0,0.5,0.7,142,173,3.736842105,4.552631579,,,,,,,,,,,,,,,,,,
90,Newcastle DL 2013/2014,Newcastle,Premier League,2013/2014,10.0,38.0,15.0,4.0,19.0,49.0,43.0,59.0,-16.0,43,49.8,79.4,21,3,56,379,28,3,8,2,2,19.3,7.5,26.8,15.7,9.2,10.9,1.4,0.2,2.1,29.7,2.7,2.8,2.8,0.3,1.6,0.9,15.2,8.2,0.9,6.2,1.1,0.4,0.5,0.2,8.7,10.1,18.8,11.8,38.9,20.6,18.3,432.7,27.8,27.6,315.6,61.7,11.2,2.3,8.9,0.1,0.0,0.0,0.0,0.0,0.5,0.7,185,170,4.8684210530000005,4.473684211,,,,,,,,,,,,,,,,,,
91,Swansea DL 2013/2014,Swansea,Premier League,2013/2014,12.0,38.0,11.0,9.0,18.0,42.0,54.0,54.0,0.0,49,55.6,84.8,24,1,64,506,33,0,10,4,7,17.7,9.1,26.8,16.9,9.9,9.9,1.4,0.1,2.0,29.4,3.1,2.6,2.5,0.1,1.3,1.1,13.0,6.4,0.7,6.0,1.3,0.2,0.8,0.2,8.2,7.6,15.8,10.5,34.1,14.9,19.2,563.9,37.9,24.7,440.2,61.1,10.2,1.9,8.3,0.3,0.1,0.1,0.1,0.0,0.6,1.0,163,155,4.289473684,4.078947368,,,,,,,,,,,,,,,,,,
92,West Ham DL 2013/2014,West Ham,Premier League,2013/2014,13.0,38.0,11.0,7.0,20.0,40.0,40.0,51.0,-11.0,38,44.2,73.1,25,1,66,274,23,2,10,2,3,17.1,7.2,24.3,10.6,9.7,10.7,1.6,0.1,2.0,37.2,5.2,3.2,3.9,0.1,2.2,1.6,11.1,4.4,0.9,5.8,1.0,0.3,0.6,0.1,7.7,7.4,15.1,9.8,42.0,21.2,20.8,335.7,31.1,33.3,214.3,57.1,8.4,2.5,5.9,0.1,0.0,0.1,0.1,0.0,0.5,0.7,123,193,3.236842105,5.078947368,,,,,,,,,,,,,,,,,,
93,West Bromwich DL 2013/2014,West Bromwich,Premier League,2013/2014,17.0,38.0,7.0,15.0,16.0,36.0,43.0,59.0,-16.0,43,47.2,77.1,22,1,60,341,32,1,6,2,2,18.4,8.5,26.9,15.7,11.4,11.3,1.8,0.0,2.4,31.4,3.3,2.9,3.0,0.1,1.3,1.6,12.8,5.6,0.8,6.4,1.1,0.2,0.7,0.2,5.2,7.8,13.1,13.5,35.6,18.2,17.4,395.4,28.9,30.0,275.9,60.6,9.6,2.2,7.4,0.1,0.1,0.1,0.0,0.0,0.5,0.7,145,174,3.815789474,4.578947368,,,,,,,,,,,,,,,,,,
94,Hull DL 2013/2014,Hull,Premier League,2013/2014,16.0,38.0,10.0,7.0,21.0,37.0,38.0,53.0,-15.0,38,45.9,76.1,23,1,67,347,21,2,10,2,3,19.0,7.9,26.8,16.1,10.5,11.1,1.4,0.1,2.3,28.2,3.8,2.3,2.8,0.2,1.4,1.2,11.3,5.2,0.8,5.3,1.0,0.2,0.6,0.2,4.2,5.8,9.9,11.0,39.9,18.9,21.1,410.1,31.2,34.6,280.9,63.3,8.0,2.5,5.5,0.3,0.0,0.0,0.1,0.0,0.3,0.6,129,164,3.394736842,4.315789474,,,,,,,,,,,,,,,,,,
95,Aston Villa DL 2013/2014,Aston Villa,Premier League,2013/2014,15.0,38.0,10.0,8.0,20.0,38.0,39.0,61.0,-22.0,42,44.8,73.2,20,1,71,307,24,4,8,2,1,19.7,8.0,27.7,12.0,9.2,12.9,2.1,0.0,2.2,28.1,3.3,2.9,2.9,0.1,1.5,1.3,11.3,5.9,0.3,5.1,1.1,0.2,0.7,0.2,6.0,6.2,12.2,9.5,40.1,19.3,20.7,373.6,33.6,35.4,239.9,64.7,8.8,2.3,6.5,0.3,0.1,0.1,0.0,0.0,0.4,0.7,136,174,3.578947368,4.578947368,,,,,,,,,,,,,,,,,,
96,Sunderland DL 2013/2014,Sunderland,Premier League,2013/2014,14.0,38.0,10.0,8.0,20.0,38.0,41.0,60.0,-19.0,47,46.7,77.5,20,1,66,330,18,4,13,6,0,18.5,8.9,27.5,10.9,11.9,11.8,1.8,0.2,1.8,24.1,3.8,3.4,4.1,0.4,1.4,2.4,12.9,6.8,0.8,5.4,1.2,0.2,0.8,0.1,5.4,6.4,11.9,10.8,32.4,15.0,17.4,390.7,32.7,31.5,270.1,56.3,9.4,2.1,7.4,0.3,0.1,0.1,0.0,0.0,0.2,0.6,135,217,3.552631579,5.710526316,,,,,,,,,,,,,,,,,,
97,Fulham DL 2013/2014,Fulham,Premier League,2013/2014,19.0,38.0,9.0,5.0,24.0,32.0,40.0,85.0,-45.0,43,45.7,78.0,19,1,68,334,21,1,14,2,2,18.5,9.1,27.6,13.1,10.2,10.2,1.5,0.0,2.3,36.1,4.8,3.5,4.0,0.3,2.3,1.4,11.3,5.4,0.8,5.1,1.1,0.3,0.5,0.2,5.2,8.0,13.2,12.7,36.0,17.1,18.9,396.4,34.3,31.8,274.7,55.5,8.5,2.1,6.4,0.2,0.2,0.0,0.0,0.0,0.5,0.7,149,241,3.921052632,6.342105263,,,,,,,,,,,,,,,,,,
98,Norwich DL 2013/2014,Norwich,Premier League,2013/2014,18.0,38.0,8.0,9.0,21.0,33.0,28.0,62.0,-34.0,31,46.4,75.9,22,2,65,336,22,1,4,1,0,17.7,9.7,27.4,13.8,10.3,11.2,1.6,0.1,1.3,28.5,4.1,3.3,3.3,0.1,1.9,1.2,12.3,6.0,0.9,5.4,0.8,0.1,0.4,0.2,6.2,6.7,12.9,12.9,34.7,15.8,18.9,397.4,29.3,34.8,272.3,61.0,9.1,2.2,6.9,0.1,0.1,0.0,0.0,0.0,0.3,0.5,145,189,3.815789474,4.973684211,,,,,,,,,,,,,,,,,,
99,Cardiff DL 2013/2014,Cardiff,Premier League,2013/2014,20.0,38.0,7.0,9.0,22.0,30.0,32.0,74.0,-42.0,30,45.9,75.4,21,1,64,321,16,0,13,1,2,16.3,9.6,25.9,13.0,9.7,9.1,1.3,0.0,2.1,33.5,4.7,3.0,4.1,0.3,2.1,1.7,11.0,5.1,0.8,5.1,0.8,0.2,0.5,0.1,5.3,8.3,13.6,12.9,39.8,18.5,21.2,379.0,28.4,34.2,257.3,59.1,7.8,2.2,5.6,0.3,0.2,0.1,0.1,0.0,0.2,0.6,125,220,3.289473684,5.789473684,,,,,,,,,,,,,,,,,,
100,Arsenal DL 2014/2015,Arsenal,Premier League,2014/2015,3.0,38.0,22.0,9.0,7.0,75.0,71.0,36.0,35.0,70,55.7,83.8,23,5,46,494,45,2,16,6,2,19.4,9.9,29.3,20.2,11.0,9.9,1.8,0.1,1.7,26.4,2.8,2.3,2.4,0.2,1.2,1.1,16.1,6.1,0.9,9.0,1.8,0.4,1.2,0.2,10.1,15.8,25.8,12.6,36.6,19.8,16.8,540.4,23.1,22.9,430.1,64.4,12.4,1.2,11.2,0.3,0.1,0.1,0.1,0.0,0.8,1.3,226,128,5.947368421,3.368421053,,,,,,,,,,,,,,,,,,
101,Manchester City DL 2014/2015,Manchester City,Premier League,2014/2015,2.0,38.0,24.0,7.0,7.0,79.0,83.0,38.0,45.0,84,57.0,84.6,21,3,52,533,53,10,12,7,1,19.8,12.7,32.4,15.0,7.8,11.7,2.0,0.1,2.1,22.9,2.6,2.4,2.4,0.1,1.3,1.0,17.6,6.0,0.8,10.8,2.2,0.3,1.4,0.4,5.0,11.4,16.4,14.4,31.3,15.9,15.4,581.7,23.7,27.1,468.2,62.7,14.0,1.4,12.6,0.2,0.1,0.2,0.0,0.0,1.2,1.6,228,128,6.0,3.368421053,,,,,,,,,,,,,,,,,,
102,Chelsea DL 2014/2015,Chelsea,Premier League,2014/2015,1.0,38.0,26.0,9.0,3.0,87.0,73.0,32.0,41.0,72,54.1,83.2,18,2,61,476,52,1,15,4,1,20.0,10.2,30.2,9.7,11.4,10.1,1.9,0.1,2.0,27.0,2.7,2.6,2.4,0.1,1.2,1.1,14.8,6.1,1.1,7.7,1.9,0.5,1.2,0.2,9.0,12.9,21.8,12.7,34.2,18.6,15.6,533.4,30.3,29.4,413.4,60.2,12.3,1.3,11.0,0.3,0.2,0.2,0.0,0.0,0.9,1.5,209,121,5.5,3.184210526,,,,,,,,,,,,,,,,,,
103,Manchester United DL 2014/2015,Manchester United,Premier League,2014/2015,4.0,38.0,20.0,10.0,8.0,70.0,62.0,37.0,25.0,61,58.8,85.1,24,2,80,485,43,2,12,3,2,19.4,7.9,27.4,17.9,10.4,11.9,1.7,0.1,2.3,29.4,2.5,2.3,2.6,0.3,1.4,0.9,13.5,5.3,1.0,7.2,1.6,0.4,1.0,0.2,8.2,9.8,18.0,10.3,31.3,15.8,15.5,560.8,45.7,32.4,431.8,50.9,10.4,1.4,9.0,0.3,0.0,0.1,0.1,0.0,0.7,1.1,177,134,4.657894737,3.526315789,,,,,,,,,,,,,,,,,,
104,Southampton DL 2014/2015,Southampton,Premier League,2014/2015,7.0,38.0,18.0,6.0,14.0,60.0,54.0,33.0,21.0,49,51.9,79.7,25,1,73,410,41,0,6,2,5,21.4,8.8,30.2,16.5,10.4,12.3,1.5,0.1,2.4,23.1,2.5,3.1,2.0,0.2,1.0,0.8,13.4,5.1,0.8,7.6,1.3,0.2,1.0,0.1,5.5,7.0,12.5,11.1,34.4,16.9,17.5,478.4,34.9,36.8,346.6,60.2,10.2,1.3,8.9,0.2,0.0,0.1,0.0,0.0,0.5,0.8,167,109,4.394736842,2.868421053,,,,,,,,,,,,,,,,,,
105,Liverpool DL 2014/2015,Liverpool,Premier League,2014/2015,6.0,38.0,18.0,8.0,12.0,62.0,52.0,48.0,4.0,51,54.3,82.8,17,3,57,457,35,2,6,5,4,21.0,8.5,29.5,11.6,12.3,10.1,1.7,0.1,2.0,31.0,2.8,2.3,2.4,0.1,1.3,1.1,15.5,7.5,0.7,7.4,1.3,0.2,0.9,0.2,9.3,11.5,20.8,12.3,30.5,14.9,15.5,509.9,27.7,28.9,394.3,58.9,11.7,1.9,9.8,0.1,0.1,0.1,0.0,0.0,0.6,0.8,193,139,5.078947368,3.657894737,,,,,,,,,,,,,,,,,,
106,Tottenham DL 2014/2015,Tottenham,Premier League,2014/2015,5.0,38.0,19.0,7.0,12.0,64.0,58.0,53.0,5.0,58,55.2,81.2,20,2,63,450,36,2,15,3,2,21.4,8.3,29.7,17.8,10.1,11.6,2.1,0.1,2.0,27.5,3.1,3.4,3.1,0.2,2.0,0.9,13.9,7.2,0.7,6.0,1.5,0.3,0.9,0.3,8.3,10.9,19.1,14.6,32.4,16.0,16.4,508.6,29.3,32.8,383.6,62.9,10.7,1.4,9.3,0.3,0.1,0.2,0.0,0.0,0.5,1.0,171,170,4.5,4.473684211,,,,,,,,,,,,,,,,,,
107,Stoke DL 2014/2015,Stoke,Premier League,2014/2015,9.0,38.0,15.0,9.0,14.0,54.0,48.0,45.0,3.0,47,50.2,77.5,24,0,65,345,37,1,6,3,1,19.3,9.6,28.9,13.2,10.8,12.8,2.2,0.0,2.0,30.8,3.5,3.2,2.4,0.1,1.4,0.9,13.2,6.3,1.1,5.8,1.2,0.3,0.7,0.2,7.9,9.4,17.3,11.4,43.6,24.4,19.1,404.6,30.7,33.1,282.8,58.1,9.5,1.9,7.6,0.3,0.0,0.0,0.0,0.0,0.5,0.8,136,139,3.578947368,3.657894737,,,,,,,,,,,,,,,,,,
108,Swansea DL 2014/2015,Swansea,Premier League,2014/2015,8.0,38.0,16.0,8.0,14.0,56.0,46.0,49.0,-3.0,45,50.7,82.1,17,1,62,415,36,1,4,2,3,16.7,9.8,26.5,18.2,12.2,10.5,1.3,0.1,2.1,31.6,3.8,3.8,3.7,0.3,1.8,1.6,11.2,5.3,0.5,5.3,1.2,0.1,0.8,0.2,9.3,9.2,18.6,9.6,31.7,14.4,17.3,470.4,28.7,31.6,357.5,52.6,8.4,0.9,7.4,0.2,0.0,0.2,0.0,0.0,0.5,0.9,146,188,3.842105263,4.947368421,,,,,,,,,,,,,,,,,,
109,West Ham DL 2014/2015,West Ham,Premier League,2014/2015,12.0,38.0,12.0,11.0,15.0,47.0,44.0,47.0,-3.0,45,46.7,74.6,26,1,69,293,29,1,12,1,1,17.0,8.7,25.7,13.3,11.0,11.1,1.7,0.1,2.4,38.8,4.3,3.4,3.4,0.2,1.9,1.3,12.9,4.6,1.2,7.0,1.2,0.3,0.6,0.2,8.1,6.8,14.9,10.6,42.3,22.9,19.4,357.0,28.9,38.1,237.4,52.6,9.7,2.3,7.4,0.3,0.1,0.1,0.0,0.0,0.5,0.9,153,174,4.026315789,4.578947368,,,,,,,,,,,,,,,,,,
110,Leicester DL 2014/2015,Leicester,Premier League,2014/2015,14.0,38.0,11.0,8.0,19.0,41.0,46.0,55.0,-9.0,51,44.8,71.1,24,1,73,282,27,3,12,3,1,20.8,9.5,30.3,19.6,9.2,12.0,1.3,0.1,1.6,31.0,4.3,3.3,3.2,0.2,1.5,1.6,12.0,4.4,0.8,6.8,1.3,0.3,0.7,0.2,9.0,9.2,18.2,9.3,51.6,23.4,28.1,351.1,26.9,44.3,222.6,57.3,8.7,1.5,7.2,0.3,0.1,0.0,0.0,0.0,0.4,0.7,137,172,3.605263158,4.526315789,,,,,,,,,,,,,,,,,,
111,Crystal Palace DL 2014/2015,Crystal Palace,Premier League,2014/2015,10.0,38.0,13.0,9.0,16.0,48.0,47.0,51.0,-4.0,46,42.7,69.4,22,1,69,251,22,0,19,5,1,20.8,8.9,29.8,15.8,11.4,13.9,1.7,0.1,2.0,33.4,4.1,2.8,2.4,0.2,1.2,1.0,11.6,4.4,1.2,6.1,1.2,0.4,0.7,0.2,13.0,9.4,22.4,8.6,46.3,23.7,22.6,317.6,24.9,43.8,195.7,53.3,8.4,1.6,6.9,0.3,0.1,0.0,0.1,0.0,0.4,0.7,139,144,3.657894737,3.789473684,,,,,,,,,,,,,,,,,,
112,Everton DL 2014/2015,Everton,Premier League,2014/2015,11.0,38.0,12.0,11.0,15.0,47.0,48.0,50.0,-2.0,48,53.6,82.5,18,2,70,432,26,5,11,4,2,17.4,9.0,26.4,11.7,11.8,10.3,1.7,0.1,2.2,33.8,4.3,4.1,2.1,0.1,1.2,0.9,12.7,6.3,0.6,5.9,1.3,0.2,0.8,0.2,8.7,10.3,19.0,12.1,32.3,15.3,17.1,494.8,33.4,33.9,374.6,52.8,9.3,1.0,8.3,0.4,0.0,0.1,0.1,0.0,0.3,0.8,167,128,4.394736842,3.368421053,,,,,,,,,,,,,,,,,,
113,Burnley DL 2014/2015,Burnley,Premier League,2014/2015,19.0,38.0,7.0,12.0,19.0,33.0,28.0,53.0,-25.0,29,44.0,70.3,21,0,81,283,19,0,7,1,1,16.1,10.6,26.7,14.9,10.5,10.7,1.7,0.1,1.7,38.8,4.7,3.6,3.3,0.2,1.7,1.5,11.3,4.7,0.8,5.8,0.8,0.2,0.4,0.1,6.9,6.4,13.3,9.0,49.6,25.1,24.5,358.5,34.1,45.4,218.1,60.9,8.4,1.9,6.6,0.2,0.1,0.0,0.0,0.0,0.3,0.5,124,178,3.263157895,4.684210526,,,,,,,,,,,,,,,,,,
114,West Bromwich DL 2014/2015,West Bromwich,Premier League,2014/2015,13.0,38.0,11.0,11.0,16.0,44.0,38.0,51.0,-13.0,37,44.9,75.0,19,1,73,311,13,1,19,4,1,18.3,9.3,27.6,15.5,10.7,11.1,1.7,0.1,1.7,28.7,4.1,3.3,3.4,0.3,1.7,1.4,10.8,5.0,0.9,4.9,1.0,0.3,0.6,0.1,3.7,6.3,10.1,13.3,34.3,17.2,17.1,379.8,27.7,44.1,257.1,50.8,8.1,1.3,6.9,0.4,0.2,0.1,0.1,0.0,0.3,0.8,132,182,3.473684211,4.789473684,,,,,,,,,,,,,,,,,,
115,Queens Park Rangers DL 2014/2015,Queens Park Rangers,Premier League,2014/2015,20.0,38.0,8.0,6.0,24.0,30.0,42.0,73.0,-31.0,42,46.3,70.8,20,0,81,283,23,1,12,3,3,20.6,10.2,30.7,14.8,10.3,11.8,2.0,0.1,2.1,38.0,4.2,3.4,3.7,0.4,1.9,1.5,14.1,7.1,1.0,6.0,1.1,0.3,0.6,0.2,6.9,8.1,15.0,12.3,45.6,21.7,23.8,359.5,34.4,44.7,220.1,60.4,10.2,2.1,8.1,0.3,0.1,0.0,0.0,0.0,0.4,0.7,149,209,3.921052632,5.5,,,,,,,,,,,,,,,,,,
116,Hull DL 2014/2015,Hull,Premier League,2014/2015,18.0,38.0,8.0,11.0,19.0,35.0,33.0,51.0,-18.0,32,45.5,76.5,21,1,73,322,22,2,7,1,1,20.1,9.9,30.0,15.9,10.6,11.9,1.9,0.2,1.9,34.7,4.1,2.6,2.7,0.2,1.5,1.0,11.3,4.9,0.6,5.8,0.8,0.1,0.6,0.1,5.1,6.7,11.8,11.7,42.6,21.9,20.7,391.2,30.8,40.9,268.4,51.1,8.2,1.6,6.7,0.3,0.1,0.0,0.0,0.0,0.3,0.6,131,153,3.447368421,4.026315789,,,,,,,,,,,,,,,,,,
117,Sunderland DL 2014/2015,Sunderland,Premier League,2014/2015,16.0,38.0,7.0,17.0,14.0,38.0,31.0,53.0,-22.0,35,46.2,76.1,18,1,66,318,15,2,9,4,1,20.0,11.5,31.4,15.2,11.8,11.6,2.5,0.1,1.8,26.2,4.4,3.6,3.7,0.1,1.9,1.7,10.7,5.1,0.8,4.9,0.9,0.2,0.4,0.2,8.1,9.0,17.1,10.8,30.9,15.3,15.7,380.3,28.5,36.9,261.1,53.8,8.0,1.5,6.5,0.2,0.1,0.0,0.0,0.0,0.3,0.5,129,191,3.394736842,5.026315789,,,,,,,,,,,,,,,,,,
118,Newcastle DL 2014/2015,Newcastle,Premier League,2014/2015,15.0,38.0,10.0,9.0,19.0,39.0,40.0,63.0,-23.0,41,48.1,76.9,23,2,63,335,31,1,7,1,0,21.7,8.4,30.2,16.9,11.6,11.4,1.7,0.2,1.0,27.0,2.6,2.8,2.6,0.1,1.4,1.1,12.3,5.3,1.0,6.0,1.1,0.2,0.7,0.2,11.1,11.7,22.8,12.3,40.8,17.7,23.0,395.3,25.1,37.5,278.8,54.0,8.9,1.1,7.9,0.3,0.0,0.0,0.1,0.0,0.4,0.8,140,161,3.684210526,4.236842105,,,,,,,,,,,,,,,,,,
119,Aston Villa DL 2014/2015,Aston Villa,Premier League,2014/2015,17.0,38.0,10.0,8.0,20.0,38.0,31.0,57.0,-26.0,32,49.1,79.0,20,0,74,366,18,2,10,1,0,16.4,7.5,23.9,12.7,11.1,10.6,1.8,0.2,1.9,29.7,3.6,3.8,2.9,0.1,1.8,1.1,11.0,4.4,0.6,5.9,0.8,0.1,0.6,0.1,5.0,7.6,12.6,10.8,36.8,18.4,18.4,434.7,34.8,37.3,308.5,54.0,8.1,1.7,6.4,0.2,0.0,0.0,0.0,0.0,0.3,0.6,127,168,3.342105263,4.421052632,,,,,,,,,,,,,,,,,,
120,Arsenal DL 2015/2016,Arsenal,Premier League,2015/2016,2.0,38.0,20.0,11.0,7.0,71.0,65.0,36.0,29.0,66,56.9,84.2,20,4,49,513,45,3,13,1,3,18.6,9.6,28.2,19.4,11.4,9.2,1.1,0.1,2.3,22.4,3.4,2.6,3.0,0.2,1.4,1.4,15.1,4.2,1.4,9.5,1.7,0.4,1.1,0.1,7.2,13.0,20.2,13.4,28.2,15.2,13.1,559.3,24.8,24.1,446.2,64.2,12.3,1.5,10.8,0.4,0.1,0.3,0.1,0.0,0.6,1.4,210,148,5.526315789,3.894736842,,,,,,,,,,,,,,,,,,
121,Leicester DL 2015/2016,Leicester,Premier League,2015/2016,1.0,38.0,23.0,12.0,3.0,81.0,68.0,36.0,32.0,68,44.7,70.5,20,1,72,282,41,5,11,10,1,22.9,11.4,34.3,21.6,9.3,10.7,1.3,0.1,1.3,27.4,4.4,4.4,2.6,0.2,1.4,1.0,13.7,4.9,1.2,7.6,1.8,0.3,1.4,0.1,9.6,11.3,20.9,9.6,43.7,18.8,24.9,351.8,26.3,44.6,221.7,59.2,10.3,2.2,8.0,0.4,0.1,0.2,0.1,0.0,0.5,1.2,179,136,4.710526316,3.578947368,,,,,,,,,,,,,,,,,,
122,Tottenham DL 2015/2016,Tottenham,Premier League,2015/2016,3.0,38.0,19.0,13.0,6.0,70.0,69.0,35.0,34.0,71,55.3,80.5,20,2,68,427,44,2,17,5,1,21.1,8.3,29.5,17.0,10.2,11.9,1.9,0.0,1.9,27.5,3.7,2.6,2.3,0.1,1.2,1.0,17.3,7.9,0.9,8.5,1.9,0.3,1.2,0.3,7.3,9.5,16.8,15.3,29.0,14.3,14.8,490.8,32.0,35.2,363.0,60.5,13.2,1.9,11.2,0.3,0.1,0.3,0.1,0.0,0.8,1.3,250,121,6.578947368,3.184210526,,,,,,,,,,,,,,,,,,
